,Прочность при растяжении. МПа,Соотношение матрица-наполнитель,Количество отвердителя. м.%,Содержание эпоксидных групп.%_2,Потребление смолы. г/м2,Угол нашивки. град,Шаг нашивки,Плотность нашивки,модуль упругости. ГПа,Плотность. кг/м3,Температура вспышки. С_2,Поверхностная плотность. г/м2,Модуль упругости при растяжении. ГПа
64,0.6999053479131414,0.4176034629610106,0.36724003702316343,0.6471520333002819,0.4229392717548379,0.0,0.4287469905744615,0.30584168847581117,0.21409218156879797,0.4723075115833866,0.5265811488256712,0.4801935048862262,0.324717469938145
65,0.20908667055439017,0.2529229996327821,0.5393767718887847,0.544472668705131,0.6551840969784558,0.0,0.5389494475981541,0.5253812372183394,0.17414308968602601,0.5501146757385498,0.6459165850464453,0.12008770391587369,0.5221774799334726
66,0.4284448430769499,0.7736440467821329,0.47655309762154047,0.34802047364097033,0.6498843462244468,0.0,0.9140256223517075,0.6381740939796781,0.31670675326070874,0.5942298879992216,0.4070352068349764,0.4674580091798598,0.6974733897580228
67,0.6832666408266641,0.5888540805409249,0.3843360347554447,0.4837252674010478,0.5123819609178148,0.0,0.3519855909591852,0.4847233421758619,0.3007002667579084,0.2869360756257868,0.6107733932276352,0.24185006778603982,0.5121194680390855
68,0.8324398856168067,0.44067445558667184,0.49159589188250336,0.2708834685176599,0.15400931945110719,0.0,0.7356303645200584,0.457258138945219,0.6199552190046188,0.23406692606220636,0.7034207364697843,0.05335207594108665,0.38441997951074525
69,0.4010315479107121,0.5248829576116004,0.3899983133768672,0.4710818878260187,0.27422556422032884,0.0,0.3321114260048205,0.35969956438353307,0.3134109515584966,0.6523316766145499,0.5766310561254745,0.23137231123910496,0.29374903655634466
70,0.10690361770175255,0.6412018361057542,0.7205672868117327,0.13948690927803364,0.3643664928585537,0.0,0.35891606821550315,0.7646399694226709,0.5030315304626773,0.5832540465652554,0.6040607296110942,0.2847273578948787,0.27649689075087336
71,0.6397521879277486,0.3098281710763472,0.5160724422334574,0.45505917725100675,0.2830853464750175,0.0,0.5139498567844981,0.5600453786405521,0.026790309802779508,0.5809683744568885,0.6689996407454921,0.6336879551287482,0.4526782121538866
72,0.31920108520674356,0.4131730168765987,0.7936379817890405,0.451864614202821,0.2576742593102964,0.0,0.3148033527649259,0.6089659858623943,0.5978473952555965,0.41577566791773934,0.6496883480835197,0.6388780530941252,0.6048445045731379
73,0.7459317531400298,0.728808435587041,0.5524824376292155,0.20189934186203906,0.4889663537881256,0.0,0.35188183727930245,0.6002768887310966,0.44129110427584634,0.7069254256426247,0.7903907570035854,0.28882053019373555,0.29774238218866733
75,0.6278752065995663,0.385202308822165,0.6468482756006868,0.4201364041790284,0.5262931004380995,0.0,0.31636409295161466,0.5062133942388891,0.3710728510712808,0.6768018829052616,0.6538473656212287,0.257697225053727,0.429105908074936
76,0.6118529868335025,0.29806185411272645,0.41210664562669813,0.42622979441128905,0.46774003004940923,0.0,0.6402528600392258,0.3905041997786613,0.6544200300917146,0.4996944478255281,0.6126780097422132,0.4036887388470684,0.27525988961502135
77,0.12928720167002689,0.4952405428819262,0.47869874231556936,0.5144697297274697,0.700381525479675,0.0,0.8063453960057148,0.3358971128152892,0.05380419098557834,0.46270833963288505,0.6654697674892294,0.5777255064228589,0.6319212810787169
78,0.4604574165801691,0.7772990085245026,0.5341125513603434,0.6158354478170819,0.29728919792250785,0.0,0.47401585704458016,0.47845354466729706,0.3334047626012755,0.45732333375669,0.5781352016084297,0.20933063628369614,0.6861718586146113
79,0.29631859868696947,0.4819819142755537,0.7149823729782041,0.4414186262239138,0.2761767607433272,0.0,0.5528986899650012,0.4910030545653678,0.201328563435785,0.41544511640405934,0.6602992301793844,0.1479102900644631,0.2705673021501971
80,0.34431747886183733,0.41073933283840514,0.4957784745050858,0.5799680330172968,0.4258950749616659,0.0,0.31276565847619914,0.44204027492778597,0.2447516288770366,0.5438147399233979,0.7187296028633362,0.3225735697245788,0.4109855857761069
81,0.6416599086571013,0.6386113888590258,0.5394488911519522,0.5288150867244322,0.511323441807303,0.0,0.3991806583314673,0.7053976463193168,0.6860981038021553,0.2188644838481797,0.5083680628311235,0.004640385205950966,0.5910010445244946
82,0.3462386592966748,0.585849994848126,0.6864327103159454,0.5483789585276319,0.321597499106985,0.0,0.144128745811474,0.5665347212428016,0.5902336945070669,0.30824930012847407,0.46863012296888085,0.34982560223077663,0.3960342770919465
83,0.6635601570213008,0.49268680573537715,0.45260410037959814,0.31761248505149486,0.5520989950195333,0.0,0.6042327925157662,0.6444121178802431,0.5073821930233581,0.5945070496897089,0.629312722633718,0.41044140462936207,0.3156485285258559
84,0.20176835493467044,0.48322537623804185,0.4321159423480602,0.2912954985149204,0.544963476455479,0.0,0.4557434209058531,0.2880025854098098,0.14439781784674446,0.6046872921224842,0.6506098480448747,0.729843566867892,0.747396788060934
85,0.5368850571857691,0.7819016384643872,0.4521463068105554,0.6117607335517984,0.4158640694378002,0.0,0.3299208395177147,0.6779104021841205,0.5121536548969439,0.5996522656989813,0.6132077399452622,0.2142027231804166,0.5222660663076266
86,0.49788191686870126,0.12589699878288563,0.5975699923226935,0.37823013869586297,0.36547049920629526,0.0,0.4365666146423158,0.561617365960658,0.5602502378752265,0.4550978509050352,0.8188716203162302,0.15771236190125434,0.2840516880660182
87,0.7745389090819046,0.41091124565276116,0.6341338261598296,0.4370386854402296,0.49044370391311176,0.0,0.3872861004219867,0.8158648324567145,0.46026946722999307,0.6094251460304068,0.49538497828823136,0.1382805550703104,0.44111695536485795
88,0.3582280861934494,0.563212214723103,0.679855986944122,0.5396362853917837,0.7037065462977872,0.0,0.6249857075629119,0.5382676649708226,0.04005941657647278,0.7215340025091828,0.5154823941075876,0.7237099970164863,0.548609283378843
89,0.3116371023354832,0.6668139120108767,0.467345803407854,0.297924916938462,0.41596507918383774,0.0,0.700649927920504,0.6884841113124004,0.5130305075384287,0.298031266773787,0.4622236614413612,0.6263489958491013,0.6397592250185307
90,0.3900776403600666,0.337197187350724,0.5463923041116547,0.4120470857212152,0.20287818359089962,0.0,0.761170764869659,0.3665333327030497,0.5002051214687596,0.40566514444097246,0.7480145248324582,0.4856156417652974,0.15956888474736175
91,0.5465879972812613,0.31753977613864093,0.6261982124256826,0.4049161126836317,0.5395087580730239,0.0,0.715363033001186,0.6209315435162592,0.23817002201301152,0.49426159554844284,0.770613338874225,0.5804583266614481,0.6413717782787192
92,0.494693465853515,0.607998718900821,0.46836992547620343,0.1865320288471518,0.6406297657528829,0.0,0.4858981194048623,0.46800806410443535,0.4272685926223122,0.535258550902705,0.4990398820311809,0.29565908618617626,0.4541384446306487
93,0.3979988580051875,0.7463131972308392,0.2525844619267987,0.6286526701682743,0.4069297361874852,0.0,0.521751033010154,0.3605686343907753,0.29255888557416715,0.30336287227572534,0.6048847578637189,0.16947450600803476,0.6649015683658499
95,0.7259308642431483,0.6620104190490588,0.6024894325107154,0.3729197101566438,0.45990578165927964,0.0,0.8235000669116503,0.47468222657573583,0.702511268161221,0.3994736782483215,0.6506869145108022,0.03529248580580391,0.35562778234529135
96,0.34902851693148157,0.4264161901592447,0.33996787304620724,0.40646922185323253,0.369094839592921,0.0,0.6368502881719877,0.47245606318366934,0.1299618771477401,0.5824884886131643,0.3383789416126822,0.39279684398964576,0.5538336933802226
97,0.7163887254203727,0.5912563187061498,0.29622896199283427,0.41380844865122934,0.33130256424789706,0.0,0.6547097327744199,0.37267640460177676,0.5546963735435847,0.5840909307545377,0.7851057104669982,0.3308277812757577,0.2742488745141718
98,0.7969910680314467,0.33814695871352163,0.6976313520217857,0.36066299140555913,0.3731702436019786,0.0,0.10043783321937014,0.528796189445773,0.47282939142937735,0.5184536541863589,0.6799921563490171,0.25354058274337116,0.29560757264381277
101,0.474650006993839,0.522550113653704,0.18946820502037642,0.14521715426911708,0.36553890902239883,0.0,0.4990549986503832,0.39800821734913916,0.09145546355975238,0.538933957104152,0.6131160691742212,0.5670230147316794,0.5931228344393826
102,0.4576983453392068,0.6924251242755856,0.583655320717941,0.7505986471343623,0.737670654358357,0.0,0.6643433384886737,0.34505223355302145,0.34618205507300404,0.3148089655168982,0.3837721202592814,0.2591423723073645,0.41660720464838663
103,0.4853732249703974,0.3709415569991654,0.5232300289063757,0.3297181256093643,0.24861334145107114,0.0,0.6448840984937552,0.6874563154045724,0.4710447420118436,0.1978699825339998,0.5695631434397213,0.35375366463917146,0.44403754446184696
104,0.471776681056907,0.38713835006474595,0.22865023245802307,0.43991066324944617,0.49503786431633423,0.0,0.01659637510814275,0.6650070492729457,0.003954377915133314,0.6033385698477853,0.6964919226115484,0.07709022239483995,0.2717255988061624
105,0.5013949495363044,0.44105665145309025,0.4578106396836568,0.47448256401922906,0.31680788884059186,0.0,0.5443291527903368,0.6936242983972197,0.55983094316608,0.5565178541510662,0.602535171854469,0.2557276630362105,0.3107249330946944
107,0.47814154526338465,0.9075490761762307,0.5219614219179383,0.7176679557684159,0.6479440862329271,0.0,0.7181209184989706,0.7324787205576995,0.5613612001819897,0.48241060473644604,0.5322624555735589,0.49697838614271256,0.40114104023522934
108,0.8075131214797764,0.7282617193983258,0.49833749289056756,0.27849600356519544,0.4441464151742247,0.0,0.4644930848517407,0.4735392902893488,0.3778464069634152,0.422240920687337,0.4074904950514511,0.05833944656815871,0.7563481877585287
109,0.5859537708714877,0.6265047436845645,0.5616014676447648,0.21141600593269982,0.4557463041982499,0.0,0.6857847380529668,0.43581025705766835,0.5027718141485156,0.580881382609657,0.6506780167488737,0.008175302862755376,0.5011586566228261
110,0.5580822732798754,0.5960317341071876,0.41944180509921275,0.5515219260096106,0.5988021684596262,0.0,0.2568130996214588,0.7537343367016622,0.6575571621136548,0.5348124882497092,0.7600432876583588,0.054383339099611065,0.6509194952983046
111,0.5357771202961317,0.6200631679234853,0.7258548646852014,0.40118868123197904,0.32191817622854557,0.0,0.4558784754645235,0.48132154427692764,0.41795209037318937,0.2870702877926239,0.581810166157059,0.06324103856294584,0.5430551955994609
112,0.4605365127573337,0.4864131734143715,0.6560700765882319,0.3914741818190598,0.40843289290542784,0.0,0.30319587018438704,0.8090553624256484,0.29037366588470187,0.376393843271559,0.7143801635904176,0.2420903652307617,0.22189447269903395
113,0.17525654456037493,0.5225804097384624,0.7689087708713187,0.15119980871408623,0.4599471869200179,0.0,0.6546348637076265,0.5038198158029438,0.5784867687251906,0.30931372726953166,0.6564828778902972,0.876835721693057,0.4601222315979241
115,0.473486811242747,0.6526162921027175,0.7183189658437229,0.471524267808365,0.30274498096003566,0.0,0.4562102390155799,0.33088083251085054,0.427504184728264,0.7324898026998183,0.5431150072745738,0.5463752141370092,0.5764045974160039
116,0.6816487727233282,0.6288295434178934,0.5653726738725483,0.388998272535381,0.2580269863690827,0.0,0.3933729416229751,0.6803101844705519,0.44730134179302034,0.8265425687816026,0.39791909889385957,0.19289903067027614,0.30324976642982504
118,0.41112413225450967,0.6888642336080535,0.5680624630924266,0.5242816883969598,0.3389806657940685,0.0,0.40633608366165747,0.5733345084302304,0.36087797590347837,0.5800399309238453,0.5207271935512975,0.21324786201664425,0.40940701554991943
120,0.34066893154643346,0.7669680584135978,0.3426519079632891,0.3098550542190096,0.5351226996283222,0.0,0.5240616079467142,0.5487254549540702,0.1712582991378159,0.35138986998516275,0.6642016612200816,0.02426407866047183,0.561792132626568
121,0.4690845371436863,0.24427154060911424,0.5542893120090807,0.27079846216380477,0.36242627581712183,0.0,0.12013028581628392,0.6489857397493046,0.07711776743397644,0.4786300191482673,0.48936495994591633,0.7052473957122828,0.7952588561635032
122,0.3833846079701841,0.35146999251025135,0.3267239242696552,0.3618485845300611,0.40884045028214167,0.0,0.38343711677557246,0.6428429888843176,0.09155939650773959,0.7242679190814925,0.6617261947065263,0.508981198616694,0.5330099938886961
123,0.5183411304587018,0.3417337143096978,0.42988875895277684,0.2761412790617058,0.6575342652619435,0.0,0.355688352162095,0.4069961802884579,0.16384422989522024,0.6093297442261174,0.5055333753352934,0.09391256125987,0.49924174005911537
124,0.5041099731769079,0.5574332872066392,0.5701898558189943,0.35885510223501893,0.575610878649071,0.0,0.27724920135535125,0.3392802091197382,0.19470868645494507,0.6916884994403811,0.6634486880095247,0.14084603367953705,0.6208106270221592
125,0.40332333256859104,0.48795406945701236,0.4414700578676068,0.517829241964573,0.4991041040296136,0.0,0.2974862442458242,0.38694241098010435,0.327198331714498,0.589874209397649,0.5762612107921564,0.1692406598575172,0.5374744010744772
126,0.2891828874405223,0.46170560490947077,0.5779171537044584,0.4415839517564878,0.7691024966870879,0.0,0.4852485510168686,0.6399427825814449,0.712128255806181,0.8487952442837678,0.47917152291484266,0.6782786423785464,0.18258996236092395
127,0.3703745627063187,0.2752779513581425,0.5739898626340324,0.4417785827173951,0.5130933337777026,0.0,0.3777271957384525,0.3151898825193589,0.2741196008117896,0.6592178828235169,0.38353793275064973,0.6271322054453264,0.40276380950796353
128,0.5756920253363436,0.4726426088194142,0.6684589129876066,0.45765017125392327,0.5318079102851323,0.0,0.49684685519845945,0.472748874967479,0.56440996255051,0.48759982921822287,0.6208445510095221,0.03969909273209737,0.24951581097370168
129,0.47231097994341104,0.26085483227934836,0.4909380949496121,0.3371887750118675,0.584263268140218,0.0,0.34137293746281716,0.3681710819148106,0.3581964176769786,0.3234380423617509,0.5214703416980612,0.12982827010135015,0.7000666321937263
130,0.3477685637914703,0.579039207523367,0.6326705488102473,0.48646083493282266,0.37423760933588346,0.0,0.6208139078371063,0.6416044516577977,0.30128564385650947,0.40692322054445684,0.581426058077179,0.4297817339459544,0.4599699215537707
131,0.6790007374131273,0.45510560644525044,0.47146838517525486,0.39332145480332337,0.5515487996620723,0.0,0.15731802303341066,0.43960276708245055,0.34886716872820484,0.5343741206227084,0.6353743337169079,0.6090301826108346,0.6527832525052073
132,0.5048898980034642,0.49555108962429584,0.5827885940295647,0.2588051740349423,0.4894872815205005,0.0,0.31078071448586275,0.4381244002100958,0.2181347177753377,0.5365936269092066,0.6566552158288836,0.4027136403908457,0.4141687716804885
133,0.5469591994503702,0.6851871392507671,0.15110345823970073,0.5641542372268545,0.4997409989088336,0.0,0.3190556725662961,0.6411141766083828,0.7469204236943542,0.6817823665547276,0.6995501430701833,0.3986570046085658,0.26639599720161566
